square_feet,bathrooms,bedrooms,state,pets_allowed,fee,has_photo
800.0,1.0,2.0,IA,Cats,No,Thumbnail
689.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
1039.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1248.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
500.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail
709.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
1193.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1150.0,1.0,3.0,IL,"Cats,Dogs",No,Yes
756.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
724.0,1.0,1.0,LA,"Cats,Dogs",No,Thumbnail
800.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
488.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
829.0,1.0,1.0,WA,"Cats,Dogs",No,Yes
774.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
937.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
870.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
775.0,1.0,2.0,NJ,"Cats,Dogs",No,No
788.0,1.0,2.0,IA,Cats,No,Yes
650.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
1268.0,2.0,3.0,SC,"Cats,Dogs",No,Yes
1190.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
565.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
747.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
844.0,1.0,1.0,WI,Cats,No,Thumbnail
1010.0,1.0,2.0,CO,"Cats,Dogs",No,Yes
1000.0,1.5,2.0,SC,"Cats,Dogs",No,Yes
746.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1300.0,2.0,3.0,GA,"Cats,Dogs",No,No
1385.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail
874.0,1.0,2.0,CO,"Cats,Dogs",No,Yes
1040.0,2.0,2.0,SD,"Cats,Dogs",No,Thumbnail
1050.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
1168.0,2.0,2.0,NE,"Cats,Dogs",No,Thumbnail
689.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
694.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
768.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail
1856.0,3.0,3.0,WA,"Cats,Dogs",No,Thumbnail
830.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
1100.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
760.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
750.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1050.0,2.0,2.0,GA,"Cats,Dogs",No,No
710.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
800.0,1.0,2.0,GA,"Cats,Dogs",No,Yes
600.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1213.0,2.0,2.0,CO,"Cats,Dogs",No,Yes
600.0,1.0,1.0,NV,Cats,No,Yes
1444.0,2.0,3.0,AZ,"Cats,Dogs",No,Yes
590.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
850.0,1.0,2.0,NJ,Cats,No,No
797.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
566.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
664.0,1.0,1.0,MD,"Cats,Dogs",No,No
894.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
820.0,1.0,1.0,WI,"Cats,Dogs",No,Thumbnail
1167.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
1034.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1323.0,2.0,3.0,ND,"Cats,Dogs",No,Thumbnail
1239.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
1015.0,2.0,2.0,ID,Cats,No,Yes
941.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
787.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
810.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
788.0,1.0,1.0,LA,"Cats,Dogs",No,Thumbnail
581.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
682.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
888.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
527.0,1.0,0.0,FL,"Cats,Dogs",No,Thumbnail
826.0,1.0,1.0,VA,"Cats,Dogs",No,No
945.0,2.0,2.0,CA,Cats,No,Yes
882.0,1.0,2.0,TX,"Cats,Dogs",No,Yes
800.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1195.0,2.0,2.0,NY,"Cats,Dogs",No,Yes
1002.0,1.5,2.0,UT,"Cats,Dogs",No,Yes
861.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
808.0,1.0,1.0,TN,"Cats,Dogs",No,Yes
692.0,1.0,1.0,SD,"Cats,Dogs",No,Thumbnail
640.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
900.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
878.0,1.0,1.0,TN,"Cats,Dogs",No,Yes
1243.0,2.0,3.0,TX,"Cats,Dogs",No,Yes
1356.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail
1055.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
741.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
1246.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
745.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail
1221.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
1225.0,2.0,2.0,GA,"Cats,Dogs",No,No
612.0,1.0,1.0,WI,"Cats,Dogs",No,Thumbnail
1300.0,2.0,3.0,FL,"Cats,Dogs",No,Yes
400.0,1.0,2.0,SC,"Cats,Dogs",No,Yes
788.0,1.0,1.0,SC,"Cats,Dogs",No,Yes
484.0,1.0,1.0,KS,"Cats,Dogs",No,Thumbnail
1378.0,2.0,3.0,VA,"Cats,Dogs",No,Yes
915.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
1027.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
815.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
551.0,1.0,3.0,CA,"Cats,Dogs",No,Thumbnail
985.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
833.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
1124.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
1321.0,2.0,3.0,KY,"Cats,Dogs",No,Thumbnail
844.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
1287.0,2.0,3.0,WA,"Cats,Dogs",No,Yes
1144.0,2.0,2.0,NV,"Cats,Dogs",No,Thumbnail
1538.0,2.0,2.0,LA,"Cats,Dogs",No,No
660.0,1.0,1.0,WA,"Cats,Dogs",No,Yes
1400.0,2.0,3.0,UT,"Cats,Dogs",No,Yes
1273.0,2.0,3.0,TX,"Cats,Dogs",No,Yes
550.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
600.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
797.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail
946.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
740.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1231.0,2.0,2.0,NV,"Cats,Dogs",No,Thumbnail
640.0,1.0,1.0,IA,"Cats,Dogs",No,Thumbnail
987.0,1.0,2.0,UT,"Cats,Dogs",No,Yes
684.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
2000.0,2.5,4.0,MA,"Cats,Dogs",Yes,Thumbnail
1182.0,2.0,2.0,NV,"Cats,Dogs",No,Thumbnail
665.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
924.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
763.0,2.0,2.0,AZ,"Cats,Dogs",No,Yes
533.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
1300.0,2.0,2.0,NY,"Cats,Dogs",No,Yes
744.0,1.0,1.0,AZ,"Cats,Dogs",No,Yes
900.0,1.0,2.0,NE,"Cats,Dogs",No,Yes
1415.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
975.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
695.0,1.0,1.0,NV,"Cats,Dogs",No,Thumbnail
325.0,1.0,2.0,IL,"Cats,Dogs",No,Thumbnail
1186.0,2.0,2.0,NY,"Cats,Dogs",No,Yes
960.0,1.0,2.0,CT,"Cats,Dogs",No,Yes
648.0,1.0,1.0,IL,"Cats,Dogs",No,Thumbnail
882.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
950.0,1.0,2.0,CO,"Cats,Dogs",No,Yes
1237.0,2.0,2.0,TN,"Cats,Dogs",No,Yes
1120.0,2.0,2.0,WA,"Cats,Dogs",No,Yes
731.0,1.0,2.0,MD,"Cats,Dogs",No,Yes
702.0,1.0,1.0,NV,"Cats,Dogs",No,Yes
946.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
646.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1098.0,2.0,2.0,CO,"Cats,Dogs",No,Yes
910.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1000.0,2.0,2.0,NY,Cats,No,Yes
1272.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1050.0,1.0,2.0,GA,"Cats,Dogs",No,No
1267.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
756.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1284.0,2.5,2.0,OH,"Cats,Dogs",No,Thumbnail
535.0,1.0,1.0,NM,"Cats,Dogs",No,Thumbnail
474.0,1.0,3.0,FL,"Cats,Dogs",No,Thumbnail
1234.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes
840.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
750.0,1.0,2.0,NH,"Cats,Dogs",No,Yes
704.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
989.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
783.0,1.0,2.0,NJ,"Cats,Dogs",No,Yes
1135.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
670.0,1.0,1.0,MD,Cats,No,Thumbnail
944.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
818.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
996.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
589.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail
850.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail
585.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
1143.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1000.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1207.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
568.0,1.0,1.0,WA,"Cats,Dogs",No,Thumbnail
720.0,1.0,1.0,MD,Cats,No,Yes
901.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
703.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
1990.0,2.5,3.0,CO,"Cats,Dogs",No,No
1281.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
1236.0,2.0,2.0,WI,"Cats,Dogs",No,Thumbnail
1479.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
802.0,1.0,1.0,NC,Cats,No,Yes
1120.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
500.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
1258.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail
898.0,1.0,2.0,MN,"Cats,Dogs",No,Yes
1050.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
900.0,2.0,2.0,TX,"Cats,Dogs",No,No
1000.0,2.0,2.0,OH,"Cats,Dogs",No,Thumbnail
912.0,2.0,2.0,FL,"Cats,Dogs",No,Yes
809.0,1.5,2.0,CO,"Cats,Dogs",No,Thumbnail
870.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail
1143.0,2.0,2.0,MD,"Cats,Dogs",No,No
944.0,1.5,2.0,MO,Dogs,No,Thumbnail
410.0,1.0,1.0,NJ,Cats,No,Yes
1080.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
820.0,1.0,2.0,TX,"Cats,Dogs",No,Yes
1248.0,2.0,2.0,OH,"Cats,Dogs",No,Thumbnail
1243.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
600.0,1.0,1.0,IL,Cats,No,Thumbnail
624.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
1000.0,2.0,3.0,TN,"Cats,Dogs",No,Yes
474.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
806.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
605.0,1.0,1.0,OK,"Cats,Dogs",No,Thumbnail
570.0,1.0,1.0,SD,"Cats,Dogs",No,Thumbnail
670.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
729.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1207.0,2.0,2.0,MO,"Cats,Dogs",No,Thumbnail
833.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
1003.0,1.0,2.0,OH,"Cats,Dogs",No,Yes
783.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
1175.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
1913.0,3.0,3.0,CO,"Cats,Dogs",No,Thumbnail
1532.0,2.0,4.0,CA,"Cats,Dogs",No,Yes
1136.0,2.0,2.0,PA,"Cats,Dogs",No,Thumbnail
884.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
909.0,2.0,3.0,NJ,"Cats,Dogs",No,Yes
769.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
750.0,1.0,1.0,IL,Cats,No,Yes
963.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
720.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
700.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
429.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail
1186.0,2.0,2.0,GA,"Cats,Dogs",No,No
381.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1175.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
840.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
990.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
1375.0,2.0,2.0,MI,"Cats,Dogs",No,Yes
802.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail
1071.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
781.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
957.0,1.0,2.0,FL,"Cats,Dogs",No,Yes
577.0,1.0,2.0,DC,"Cats,Dogs",No,Thumbnail
692.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
695.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
981.0,1.0,2.0,NC,"Cats,Dogs",No,Yes
946.0,1.0,2.0,MN,Cats,No,Thumbnail
966.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
1173.0,2.0,3.0,NC,"Cats,Dogs",No,No
1179.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1045.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
698.0,1.0,1.0,MA,"Cats,Dogs",No,No
885.0,1.0,1.0,TN,Cats,No,Thumbnail
869.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
955.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
1166.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1579.0,2.0,3.0,GA,"Cats,Dogs",No,Yes
914.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail
1078.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
5000.0,5.0,4.0,CA,"Cats,Dogs",No,Thumbnail
1051.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
786.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
806.0,1.0,1.0,NY,"Cats,Dogs",No,Yes
1245.0,2.0,2.0,MD,"Cats,Dogs",No,Thumbnail
756.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
960.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1270.0,2.0,3.0,VA,"Cats,Dogs",No,Yes
600.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
899.0,1.0,2.0,MD,"Cats,Dogs",No,Yes
1254.0,1.0,2.0,PA,"Cats,Dogs",No,Yes
734.0,1.0,1.0,NE,Cats,No,Thumbnail
1065.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
846.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
1072.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
564.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
693.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
1195.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
1093.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail
778.0,1.0,1.0,MO,"Cats,Dogs",No,Thumbnail
520.0,1.0,0.0,DC,"Cats,Dogs",No,Thumbnail
1015.0,2.0,2.0,UT,"Cats,Dogs",No,Yes
947.0,2.0,2.0,WA,"Cats,Dogs",No,No
1301.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
1046.0,1.0,2.0,GA,"Cats,Dogs",No,Yes
1150.0,2.0,2.0,CT,"Cats,Dogs",No,Thumbnail
750.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
977.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
1027.0,2.0,2.0,OH,"Cats,Dogs",No,Yes
786.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1272.0,2.0,2.0,IN,"Cats,Dogs",No,Yes
1238.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
750.0,2.0,2.0,LA,Cats,No,Thumbnail
893.0,1.0,3.0,TX,Cats,No,Yes
960.0,1.0,2.0,CT,"Cats,Dogs",No,Yes
828.0,1.0,2.0,IL,"Cats,Dogs",No,Yes
587.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
1438.0,3.0,3.0,TX,"Cats,Dogs",No,Thumbnail
875.0,1.0,1.0,PA,"Cats,Dogs",No,Yes
1000.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1420.0,2.0,2.0,MA,"Cats,Dogs",No,Yes
990.0,1.0,2.0,FL,"Cats,Dogs",No,Thumbnail
1150.0,1.5,2.0,MD,"Cats,Dogs",No,Yes
676.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
550.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
1548.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
819.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
913.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
975.0,1.0,3.0,AZ,"Cats,Dogs",No,No
928.0,2.0,2.0,TN,"Cats,Dogs",No,Yes
530.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
788.0,1.0,1.0,SC,"Cats,Dogs",No,Yes
1207.0,2.0,2.0,NC,"Cats,Dogs",No,Yes
773.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1139.0,2.0,2.0,KS,"Cats,Dogs",No,Yes
830.0,1.0,2.0,MD,"Cats,Dogs",No,Thumbnail
525.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail
785.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
900.0,1.0,2.0,MA,Cats,No,No
973.0,2.0,2.0,NV,"Cats,Dogs",No,Thumbnail
850.0,1.0,1.0,CO,Cats,No,Thumbnail
979.0,2.0,2.0,MN,"Cats,Dogs",No,Thumbnail
1225.0,1.5,2.0,TN,"Cats,Dogs",No,Yes
1248.0,2.0,3.0,NJ,Cats,No,Yes
1120.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
784.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
800.0,1.0,3.0,IL,"Cats,Dogs",No,Thumbnail
633.0,1.0,1.0,TX,"Cats,Dogs",No,No
523.0,1.0,1.0,OH,"Cats,Dogs",No,Yes
2238.0,3.0,3.0,TX,"Cats,Dogs",No,Thumbnail
1008.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1207.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail
760.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
779.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
900.0,1.0,2.0,ND,Cats,No,No
1131.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
864.0,1.0,1.0,CT,"Cats,Dogs",No,Thumbnail
800.0,1.0,1.0,NC,"Cats,Dogs",No,Yes
772.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
774.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
689.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1162.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail
1008.0,1.0,2.0,MN,"Cats,Dogs",No,Yes
650.0,1.0,1.0,NV,"Cats,Dogs",No,Thumbnail
630.0,1.0,1.0,MD,Cats,No,Yes
837.0,1.0,2.0,NJ,"Cats,Dogs",No,Thumbnail
771.0,1.0,2.0,NV,"Cats,Dogs",No,Thumbnail
790.0,1.0,1.0,MN,"Cats,Dogs",No,Thumbnail
670.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail
760.0,1.0,1.0,TX,"Cats,Dogs",No,No
1430.0,2.0,3.0,VA,"Cats,Dogs",No,Yes
1030.0,1.0,3.0,MO,"Cats,Dogs",No,Thumbnail
676.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
914.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
1370.0,3.0,3.0,SC,"Cats,Dogs",No,Thumbnail
793.0,1.0,1.0,MA,"Cats,Dogs",No,Thumbnail
1145.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
705.0,1.0,1.0,TX,"Cats,Dogs",No,Yes
600.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail
793.0,1.0,2.0,TX,"Cats,Dogs",No,Yes
720.0,1.0,1.0,KY,"Cats,Dogs",No,Yes
1223.0,2.0,3.0,GA,"Cats,Dogs",No,Yes
855.0,1.0,1.0,CO,"Cats,Dogs",No,No
1205.0,2.0,3.0,AZ,"Cats,Dogs",No,Thumbnail
1219.0,2.0,2.0,IN,"Cats,Dogs",No,Yes
1130.0,2.0,3.0,OK,"Cats,Dogs",No,Yes
911.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
650.0,1.0,1.0,AZ,"Cats,Dogs",No,No
803.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
914.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
800.0,1.0,1.0,AR,"Cats,Dogs",No,Thumbnail
500.0,1.0,0.0,MA,"Cats,Dogs",No,Yes
608.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
830.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
636.0,1.0,1.0,WA,Cats,No,Thumbnail
1142.0,2.0,3.0,LA,"Cats,Dogs",No,Thumbnail
538.0,1.0,3.0,FL,"Cats,Dogs",No,Thumbnail
1077.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
1431.0,2.0,3.0,NC,"Cats,Dogs",No,Yes
671.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
573.0,1.0,3.0,WA,"Cats,Dogs",No,Yes
1253.0,2.0,2.0,FL,"Cats,Dogs",No,Thumbnail
1000.0,1.0,2.0,MA,Cats,No,Yes
794.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1350.0,2.0,3.0,MO,Cats,No,Yes
622.0,1.0,3.0,CA,"Cats,Dogs",No,Thumbnail
1080.0,1.5,2.0,NV,"Cats,Dogs",No,Yes
770.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail
899.0,1.0,2.0,NJ,"Cats,Dogs",No,Yes
675.0,1.0,1.0,ND,Cats,No,No
1085.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
687.0,1.0,2.0,NC,"Cats,Dogs",No,Yes
675.0,1.0,1.0,AR,"Cats,Dogs",No,Thumbnail
641.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
810.0,1.0,2.0,CA,Cats,No,Thumbnail
1308.0,2.0,3.0,CO,"Cats,Dogs",No,Thumbnail
450.0,1.0,1.0,MD,Cats,No,Yes
871.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
1108.0,2.0,2.0,MT,"Cats,Dogs",No,Thumbnail
1009.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
719.0,1.0,1.0,CA,"Cats,Dogs",No,Yes
486.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
1124.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
1358.0,2.0,4.0,NC,"Cats,Dogs",No,Yes
1184.0,2.0,2.0,CT,"Cats,Dogs",No,Yes
698.0,1.0,1.0,FL,"Cats,Dogs",No,Yes
1300.0,2.0,3.0,KY,"Cats,Dogs",No,No
1322.0,2.0,2.0,LA,"Cats,Dogs",No,Thumbnail
1087.0,2.0,2.0,CA,Cats,No,Yes
1300.0,2.0,2.0,GA,"Cats,Dogs",No,Yes
555.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
802.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
743.0,1.0,1.0,IL,"Cats,Dogs",No,Yes
988.0,1.0,2.0,FL,"Cats,Dogs",No,Thumbnail
869.0,1.5,2.0,AZ,"Cats,Dogs",No,No
363.0,1.0,0.0,NC,"Cats,Dogs",No,Yes
816.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail
1400.0,2.0,3.0,KS,Cats,No,Thumbnail
742.0,1.0,1.0,GA,"Cats,Dogs",No,Yes
500.0,1.0,1.0,VT,"Cats,Dogs",No,Yes
1696.0,1.5,3.0,OH,"Cats,Dogs",No,Thumbnail
1207.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail
886.0,1.0,1.0,GA,"Cats,Dogs",No,Thumbnail
670.0,1.0,1.0,AZ,"Cats,Dogs",No,Thumbnail
743.0,1.0,1.0,MA,"Cats,Dogs",No,Yes
1292.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1398.0,2.0,3.0,NV,"Cats,Dogs",No,Yes
1046.0,2.0,2.0,MD,"Cats,Dogs",No,Yes
483.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail
1246.0,2.0,2.0,TX,"Cats,Dogs",No,Yes
1275.0,1.0,3.0,TX,"Cats,Dogs",No,Thumbnail
1022.0,1.0,2.0,OH,Cats,No,Yes
710.0,1.0,1.0,CO,"Cats,Dogs",No,Yes
782.0,1.0,1.0,NV,"Cats,Dogs",No,Thumbnail
683.0,1.0,1.0,MD,"Cats,Dogs",No,Yes
532.0,1.0,1.0,VA,"Cats,Dogs",No,Yes
1200.0,1.5,2.0,MO,"Cats,Dogs",No,Thumbnail
822.0,1.0,1.0,MA,"Cats,Dogs",No,Yes
1083.0,2.0,2.0,CA,"Cats,Dogs",No,Yes
586.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail
912.0,1.0,2.0,CA,"Cats,Dogs",No,Yes
914.0,2.0,2.0,KY,"Cats,Dogs",No,Thumbnail
648.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes
1066.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail
1070.0,2.0,2.0,LA,"Cats,Dogs",No,Thumbnail
558.0,1.0,1.0,OK,"Cats,Dogs",No,Thumbnail
596.0,1.0,1.0,SC,"Cats,Dogs",No,Yes
