price,square_feet,bathrooms,bedrooms,state,pets_allowed,fee,has_photo,state_median_price,high_price
1135.0,1131.0,2.0,2.0,GA,"Cats,Dogs",No,Yes,1287.0,0
890.0,797.0,1.0,1.0,OK,"Cats,Dogs",No,Yes,909.0,0
1049.0,800.0,1.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1290.0,1125.0,2.0,2.0,GA,"Cats,Dogs",No,Yes,1287.0,1
1219.0,1177.0,2.0,2.0,GA,"Cats,Dogs",No,Yes,1287.0,0
1120.0,787.0,1.0,1.0,GA,"Cats,Dogs",No,No,1287.0,0
1300.0,995.0,1.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,0
1230.0,907.0,1.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,0
895.0,1000.0,2.0,2.0,OK,"Cats,Dogs",No,No,909.0,0
1055.0,763.0,1.0,1.0,MD,"Cats,Dogs",No,No,1590.0,0
2225.0,2671.0,2.5,3.0,NJ,"Cats,Dogs",No,Yes,1995.0,1
1290.0,797.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,0
1650.0,815.0,1.0,1.0,VT,"Cats,Dogs",No,Yes,1400.0,1
1425.0,1166.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
2383.0,1275.0,2.5,3.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1121.0,731.0,1.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,0
954.0,674.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1600.0,1000.0,1.0,3.0,VT,"Cats,Dogs",No,Thumbnail,1400.0,1
955.0,674.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1468.0,1265.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
950.0,674.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1940.0,1059.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
1539.0,930.0,1.5,1.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
900.0,1136.0,1.5,4.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1800.0,1100.0,1.0,2.0,VT,"Cats,Dogs",No,Yes,1400.0,1
1483.0,1127.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
1444.0,1088.0,2.0,2.0,TX,"Cats,Dogs",No,No,1149.0,1
1830.0,900.0,2.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1119.0,667.0,1.0,1.0,GA,"Cats,Dogs",No,Yes,1287.0,0
780.0,675.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1042.0,1012.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1030.0,625.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1470.0,960.0,1.0,2.0,NJ,Cats,No,Thumbnail,1995.0,0
2295.0,1060.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
878.0,675.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1000.0,1000.0,1.0,2.0,VT,"Cats,Dogs",No,Yes,1400.0,0
1270.0,1280.0,2.5,2.0,OH,"Cats,Dogs",No,Yes,954.5,1
698.0,758.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
1629.0,776.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
918.0,768.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1113.0,1081.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
975.0,890.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1487.0,1055.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
1310.0,823.0,1.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
2225.0,795.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes,1995.0,1
905.0,656.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1277.0,1061.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1227.0,857.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1765.0,1120.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
1900.0,897.0,1.0,2.0,NJ,Cats,No,Thumbnail,1995.0,0
1650.0,897.0,1.0,2.0,NJ,Cats,No,Thumbnail,1995.0,0
2130.0,1350.0,2.0,3.0,NJ,Cats,No,Yes,1995.0,1
1536.0,1204.0,2.0,3.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1633.0,756.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,1
1675.0,789.0,1.0,1.0,MD,"Cats,Dogs",No,No,1590.0,1
1850.0,700.0,1.0,1.0,CA,"Cats,Dogs",No,Yes,2195.0,0
2015.0,862.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1178.0,1098.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
1640.0,606.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1121.0,1060.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1655.0,1008.0,2.0,2.0,NH,"Cats,Dogs",No,No,1327.0,1
1178.0,1558.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
1468.0,905.0,2.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,0
650.0,1000.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
5115.0,1575.0,2.0,3.0,NJ,"Cats,Dogs",No,Yes,1995.0,1
2365.0,700.0,1.5,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
1877.0,1165.0,2.0,3.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1765.0,697.0,1.0,1.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,1
1180.0,675.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
1025.0,829.0,1.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
819.0,674.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1340.0,1140.0,1.5,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
1200.0,685.0,1.0,1.0,CO,"Cats,Dogs",No,No,1462.0,0
1950.0,1355.0,2.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
905.0,650.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1697.0,758.0,1.0,1.0,CA,"Cats,Dogs",No,Yes,2195.0,0
1199.0,1112.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
830.0,731.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
770.0,560.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1900.0,901.0,1.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
930.0,716.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2550.0,1070.0,2.0,3.0,CA,"Cats,Dogs",No,Yes,2195.0,1
945.0,714.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1805.0,1104.0,2.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
2230.0,1441.0,2.0,3.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1755.0,904.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
2134.0,1261.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
1190.0,784.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes,1995.0,0
1189.0,738.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1701.0,793.0,1.0,2.0,NJ,"Cats,Dogs",No,No,1995.0,0
1671.0,705.0,1.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
1516.0,534.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes,1995.0,0
1399.0,833.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,1
660.0,1100.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
810.0,972.0,2.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
1409.0,861.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,1
2017.0,1189.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
1042.0,970.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1082.0,1688.0,2.0,3.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,0
1375.0,990.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,1
1305.0,870.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,0
805.0,625.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1455.0,975.0,1.0,2.0,NH,"Cats,Dogs",No,Yes,1327.0,1
1265.0,916.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
825.0,710.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2170.0,959.0,2.0,2.0,NH,"Cats,Dogs",No,No,1327.0,1
1630.0,900.0,1.0,2.0,NH,"Cats,Dogs",No,Yes,1327.0,1
1400.0,900.0,1.0,2.0,NH,"Cats,Dogs",No,No,1327.0,1
1324.0,908.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
800.0,711.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1200.0,1200.0,2.0,3.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1476.0,1074.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
1450.0,709.0,1.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
950.0,1064.0,1.5,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1975.0,1015.0,1.0,1.0,NJ,"Cats,Dogs",No,Yes,1995.0,0
1823.0,1860.0,2.5,3.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
885.0,500.0,1.0,1.0,CO,"Cats,Dogs",No,Yes,1462.0,0
869.0,700.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1020.0,750.0,1.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1333.0,970.0,2.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
809.0,706.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,0
845.0,900.0,1.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
623.0,590.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1682.0,736.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
1325.0,1051.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1295.0,790.0,1.0,2.0,NH,Cats,No,Thumbnail,1327.0,0
855.0,600.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
990.0,895.0,1.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1844.0,947.0,2.0,2.0,WA,"Cats,Dogs",No,No,1704.5,1
1345.0,687.0,1.0,1.0,NJ,Cats,No,Yes,1995.0,0
2970.0,1125.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes,1995.0,1
625.0,650.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,0
3565.0,510.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1503.0,1095.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
932.0,706.0,1.0,1.0,GA,"Cats,Dogs",No,No,1287.0,0
1405.0,804.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,0
2135.0,1180.0,2.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,1
1495.0,950.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
815.0,650.0,1.0,1.0,OH,"Cats,Dogs",No,No,954.5,0
1185.0,773.0,1.0,1.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1366.0,773.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
1575.0,1062.0,2.0,2.0,MD,"Cats,Dogs",No,No,1590.0,0
887.0,854.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,0
856.0,1500.0,2.0,3.0,GA,"Cats,Dogs",No,Yes,1287.0,0
1882.0,1160.0,2.0,2.0,WA,"Cats,Dogs",No,Yes,1704.5,1
1000.0,1315.0,2.5,3.0,OH,"Cats,Dogs",No,Yes,954.5,1
1366.0,873.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,1
640.0,1000.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
2010.0,602.0,1.0,2.0,NJ,"Cats,Dogs",No,No,1995.0,1
1465.0,1500.0,1.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,1
1425.0,785.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1951.0,1012.0,1.0,2.0,WA,"Cats,Dogs",No,Thumbnail,1704.5,1
1415.0,1006.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1645.0,1088.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1325.0,717.0,1.0,1.0,NC,"Cats,Dogs",No,No,1126.5,1
1275.0,788.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
4315.0,1213.0,2.0,2.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1830.0,1029.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1825.0,790.0,1.0,2.0,NJ,"Cats,Dogs",No,No,1995.0,0
1720.0,1088.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1895.0,1139.0,2.0,2.0,NJ,"Cats,Dogs",No,Yes,1995.0,0
1080.0,629.0,1.0,1.0,MA,"Cats,Dogs",No,Yes,2167.0,0
625.0,500.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,0
945.0,1060.0,2.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
2340.0,524.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,1
2300.0,1782.0,2.0,3.0,MD,"Cats,Dogs",No,Yes,1590.0,1
1360.0,1025.0,2.0,2.0,GA,"Cats,Dogs",No,Thumbnail,1287.0,1
1275.0,890.0,1.0,1.0,GA,"Cats,Dogs",No,Yes,1287.0,0
720.0,500.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,0
2600.0,1200.0,1.0,2.0,NJ,Cats,No,Yes,1995.0,1
1350.0,784.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,1
1679.0,1164.0,2.0,3.0,MD,"Cats,Dogs",No,Yes,1590.0,1
1260.0,929.0,1.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
1990.0,1057.0,2.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
1588.0,835.0,1.0,1.0,MD,"Cats,Dogs",No,No,1590.0,0
1510.0,1400.0,2.0,2.0,GA,"Cats,Dogs",No,Yes,1287.0,1
900.0,610.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
899.0,875.0,1.0,1.0,NC,"Cats,Dogs",No,No,1126.5,0
1800.0,1778.0,2.5,2.0,MD,"Cats,Dogs",No,No,1590.0,1
1122.0,851.0,1.0,1.0,GA,"Cats,Dogs",No,Yes,1287.0,0
895.0,652.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,0
715.0,443.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
895.0,652.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1395.0,1120.0,2.5,2.0,TX,"Cats,Dogs",No,No,1149.0,1
1299.0,1223.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1690.0,1152.0,2.0,2.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
899.0,802.0,1.0,1.0,NC,"Cats,Dogs",No,Yes,1126.5,0
760.0,500.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1495.0,1155.0,2.0,2.0,MD,Cats,No,Yes,1590.0,0
1279.0,1122.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1435.0,818.0,1.0,1.0,MD,Cats,No,Thumbnail,1590.0,0
1162.0,1195.0,2.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,1
1409.0,768.0,1.0,1.0,CO,Cats,No,Thumbnail,1462.0,0
1086.0,800.0,2.0,2.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1284.0,1122.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
830.0,820.0,1.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
890.0,708.0,1.0,1.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
1125.0,552.0,1.0,2.0,CO,Cats,No,Yes,1462.0,0
1322.0,1080.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1175.0,765.0,1.5,2.0,CO,"Cats,Dogs",No,Yes,1462.0,0
615.0,925.0,1.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
1382.0,819.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
1516.0,910.0,2.0,2.0,MD,"Cats,Dogs",No,No,1590.0,0
1699.0,1767.0,2.0,3.0,OH,"Cats,Dogs",No,Yes,954.5,1
1081.0,956.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
1123.0,940.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
989.0,1170.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,0
1317.0,927.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,1
662.0,1000.0,2.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
1123.0,682.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
3150.0,652.0,1.0,1.0,CA,"Cats,Dogs",No,No,2195.0,1
1467.0,876.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
1653.0,1360.0,2.0,3.0,OH,"Cats,Dogs",No,Yes,954.5,1
1327.0,1080.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
860.0,811.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1460.0,870.0,1.0,1.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,0
1570.0,1397.0,2.0,2.0,FL,"Cats,Dogs",No,Yes,1350.0,1
1055.0,1118.0,1.5,2.0,VA,"Cats,Dogs",No,Yes,1420.0,0
2165.0,1230.0,2.0,3.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
1158.0,993.0,2.0,2.0,TX,"Cats,Dogs",No,No,1149.0,1
1659.0,778.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,1
2253.0,1132.0,2.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,1
2150.0,896.0,1.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
1265.0,1009.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
2200.0,747.0,1.0,1.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,1
1300.0,1156.0,2.0,2.0,VA,"Cats,Dogs",No,No,1420.0,0
1439.0,760.0,1.0,1.0,TX,"Cats,Dogs",No,No,1149.0,1
1600.0,1407.0,2.0,3.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,1
1289.0,619.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,1
2650.0,827.0,1.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
879.0,489.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
2650.0,937.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
862.0,788.0,1.0,1.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
1080.0,1100.0,2.0,2.0,VA,"Cats,Dogs",No,Yes,1420.0,0
1760.0,697.0,1.0,1.0,NH,"Cats,Dogs",No,Yes,1327.0,1
725.0,1032.0,1.0,2.0,OH,"Cats,Dogs",No,Thumbnail,954.5,0
2610.0,900.0,1.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
918.0,800.0,1.0,1.0,VA,"Cats,Dogs",No,Yes,1420.0,0
2890.0,906.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
3000.0,1075.0,2.0,3.0,NJ,Cats,No,Yes,1995.0,1
1013.0,1011.0,2.0,2.0,VA,"Cats,Dogs",No,Thumbnail,1420.0,0
1316.0,748.0,1.0,1.0,FL,"Cats,Dogs",No,Yes,1350.0,0
2394.0,1300.0,2.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,1
2265.0,664.0,1.0,1.0,CA,"Cats,Dogs",No,Yes,2195.0,1
1145.0,659.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,1
1360.0,1100.0,1.0,2.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,1
1812.0,1445.0,2.5,3.0,VA,"Cats,Dogs",No,Yes,1420.0,1
1139.0,633.0,1.0,1.0,NH,"Cats,Dogs",No,Thumbnail,1327.0,0
1450.0,1431.0,2.0,3.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1785.0,1195.0,2.0,2.0,FL,"Cats,Dogs",No,Yes,1350.0,1
1045.0,705.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,1
690.0,872.0,1.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
2079.0,970.0,2.0,2.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
689.0,823.0,1.0,2.0,OH,"Cats,Dogs",No,Yes,954.5,0
2425.0,830.0,2.0,2.0,CA,Cats,No,No,2195.0,1
907.0,734.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
2056.0,605.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,1
1216.0,730.0,1.0,1.0,CO,"Cats,Dogs",No,No,1462.0,0
4376.0,1261.0,2.5,2.0,MD,"Cats,Dogs",No,Yes,1590.0,1
857.0,1066.0,2.0,3.0,FL,"Cats,Dogs",No,Yes,1350.0,0
927.0,780.0,1.0,1.0,VA,"Cats,Dogs",No,Yes,1420.0,0
1295.0,1235.0,2.0,3.0,VA,"Cats,Dogs",No,Yes,1420.0,0
1685.0,470.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,0
1044.0,850.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1482.0,816.0,1.0,1.0,FL,"Cats,Dogs",No,Yes,1350.0,1
1833.0,1199.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
1150.0,1000.0,2.0,2.0,FL,"Cats,Dogs",No,Yes,1350.0,0
1460.0,1080.0,1.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1435.0,1394.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1750.0,715.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,1
2174.0,1081.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
2320.0,1247.0,2.0,2.0,MA,"Cats,Dogs",No,Thumbnail,2167.0,1
1795.0,783.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,1
1089.0,1025.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,0
2340.0,1160.0,2.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,1
1690.0,644.0,1.0,1.0,MD,"Cats,Dogs",No,Yes,1590.0,1
2047.0,1158.0,2.0,2.0,MD,"Cats,Dogs",No,Thumbnail,1590.0,1
652.0,430.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,0
1315.0,812.0,1.0,1.0,CO,"Cats,Dogs",No,Yes,1462.0,0
1056.0,950.0,1.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
1947.0,1200.0,2.0,3.0,NV,"Cats,Dogs",No,Yes,1115.0,1
1948.0,1047.0,2.0,2.0,VA,"Cats,Dogs",No,Yes,1420.0,1
1110.0,1106.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1373.0,815.0,1.0,1.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
2008.0,1444.0,2.0,3.0,FL,"Cats,Dogs",No,Thumbnail,1350.0,1
3018.0,1100.0,2.0,2.0,MA,"Cats,Dogs",No,Thumbnail,2167.0,1
1050.0,692.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1949.0,1191.0,2.0,2.0,NJ,"Cats,Dogs",No,Thumbnail,1995.0,0
938.0,692.0,1.0,1.0,TX,"Cats,Dogs",No,Thumbnail,1149.0,0
1965.0,1236.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
745.0,653.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1225.0,1245.0,2.0,2.0,TX,"Cats,Dogs",No,Yes,1149.0,1
1235.0,985.0,2.0,2.0,NC,"Cats,Dogs",No,No,1126.5,1
1188.0,1120.0,2.0,2.0,NC,"Cats,Dogs",No,Yes,1126.5,1
1299.0,750.0,1.0,2.0,NJ,Cats,No,Yes,1995.0,0
3220.0,955.0,1.0,2.0,CA,"Cats,Dogs",No,Yes,2195.0,1
1163.0,1027.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
825.0,550.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1113.0,1027.0,2.0,2.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,0
685.0,523.0,1.0,1.0,OH,"Cats,Dogs",No,Yes,954.5,0
1080.0,454.0,1.0,2.0,VA,"Cats,Dogs",No,Yes,1420.0,0
820.0,486.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1795.0,900.0,1.0,2.0,CA,"Cats,Dogs",No,Yes,2195.0,0
2468.0,980.0,2.0,2.0,MA,"Cats,Dogs",No,Thumbnail,2167.0,1
2625.0,970.0,1.0,2.0,NJ,"Cats,Dogs",No,No,1995.0,1
1140.0,790.0,1.0,1.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1415.0,1477.0,2.0,3.0,NC,"Cats,Dogs",No,Thumbnail,1126.5,1
1580.0,985.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
1245.0,835.0,1.0,2.0,MD,"Cats,Dogs",No,Yes,1590.0,0
1275.0,938.0,2.0,2.0,NV,"Cats,Dogs",No,Yes,1115.0,1
1306.0,827.0,1.0,1.0,CO,"Cats,Dogs",No,Yes,1462.0,0
774.0,652.0,1.0,1.0,TX,"Cats,Dogs",No,Yes,1149.0,0
1300.0,2404.0,2.0,3.0,VA,"Cats,Dogs",No,Yes,1420.0,0
1831.0,1148.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
3050.0,871.0,1.0,1.0,CA,"Cats,Dogs",No,Thumbnail,2195.0,1
1831.0,1171.0,2.0,2.0,CO,"Cats,Dogs",No,Yes,1462.0,1
1375.0,808.0,1.0,1.0,CO,"Cats,Dogs",No,Thumbnail,1462.0,0
